created_at entry_id	field3	latitude	longitude
2021-09-17 00:11:59	18.5	79.1	72
2021-09-17 00:12:17	18.6	79.0	72
2021-09-17 00:24:37	18.5	78.8	72
2021-09-17 00:24:55	18.5	78.6	72
2021-09-17 00:25:13	18.5	78.7	72
2021-09-17 00:38:53	18.4	78.5	72
2021-09-17 00:39:09	18.5	78.4	72
2021-09-17 00:39:27	18.6	78.4	72
2021-09-17 00:52:45	18.5	78.2	72
2021-09-17 00:53:03	18.4	78.3	72
2021-09-17 01:06:11	18.4	78.1	72
2021-09-17 01:06:33	18.3	78.1	72
2021-09-17 01:06:49	18.4	78.2	72
2021-09-17 01:19:27	18.1	78.2	72
2021-09-17 01:19:45	18.2	78.4	72
2021-09-17 01:20:03	18.2	78.3	72
